개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3740000,202437400000101276,공중화장실,법제3조제16호-영제3조제1항제3호,중부지방국세청,경기도 수원시 장안구 경수대로 1110-17,경기도 수원시 장안구 파장동 216-1,9,11,1,1,0,0,6,1,0,운영지원과 행정팀,,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:33:01
3740000,202437400000101277,공중화장실,법제3조제16호-영제3조제1항제3호,차세대융합기술연구원,경기도 수원시 영통구 광교로145,경기도 수원시 영통구 이의동 864-1,108,127,3,0,0,0,165,3,0,차세대융합기술연구원,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:32:32
3740000,202437400000101278,공중화장실,법제3조제16호-영제3조제1항제3호,경인지방병무청,경기도 수원시 팔달구 고화로 120,경기도 수원시 팔달구 화서1동 53,21,30,2,0,0,0,15,0,0,경인지방병무청,,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:31:18
3740000,202437400000101279,공중화장실,법제3조제11호,월드컵주유소,경기도 수원시 영통구 광교로 66(이의동),경기도 수원시 영통구 이의동 1357,1,2,0,0,0,0,2,0,0,월드컵주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:30:53
3740000,202437400000101280,공중화장실,법제3조제1호,쌍우물,경기도 수원시 팔달구 고등로 31 (고등동),경기도 수원시 팔달구 고등동 156-13,2,2,1,1,1,0,5,1,1,팔달구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:30:24
3740000,202437400000101281,공중화장실,법제3조제1호,노송,경기도 수원시 장안구 장안로346번길 70,경기도 수원시 장안구 이목동 산110,3,3,1,1,1,0,6,1,1,장안구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:29:27
3740000,202437400000101282,공중화장실,법제3조제1호,111CM,경기도 수원시 장안구 수성로 195,경기도 수원시 장안구 정자동 111-19,3,3,1,1,1,0,6,1,1,장안구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:29:04
3740000,202437400000101283,공중화장실,법제3조제1호,대유평,"경기도 수원시 장안구 수성로 195, 111CM (정자동)",경기도 수원시 장안구 정자동 948 111CM,4,4,1,1,1,0,8,1,1,장안구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:28:11
3740000,202437400000101284,공중화장실,법제3조제11호,희망주유소,경기도 수원시 권선구 서수원로63번길 171(오목천동),경기도 수원시 권선구 오목천동 893-7,0,0,0,0,0,0,0,0,0,희망주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:26:58
3740000,202437400000101285,공중화장실,법제3조제11호,흠플러스 동수원점,경기도 수원시 팔달구 효원로 257(인계동),경기도 수원시 팔달구 인계동 1045,16,19,2,0,0,3,33,0,0,홈플러스 동수원점,,정시,10:00~24:.00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:26:35
3740000,202437400000101286,공중화장실,법제3조제11호,효원주유소,경기도 수원시 팔달구 효원로 181 (인계동),경기도 수원시 팔달구 인계동 1008-14,1,1,0,0,0,0,2,0,0,효원주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:26:06
3740000,202437400000101287,공중화장실,법제3조제1호,황새말,"경기도 수원시 팔달구 일월로22번길 23, 녹색교통회관 (화서동)",경기도 수원시 팔달구 화서동 717 녹색교통회관,3,2,0,0,0,0,3,0,3,수원시 팔달구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:23:17
3740000,202437400000101288,공중화장실,법제3조제16호-영제3조제1항제3호,화서환승,경기도 수원시 팔달구 덕영대로 691-13(화서2동),경기도 수원시 팔달구 화서2동 643,2,6,1,0,0,0,2,1,0,수원도시공사,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:22:17
3740000,202437400000101289,공중화장실,법제3조제11호,화서제일주유소,경기도 수원시 팔달구 덕영대로749번길 2 (화서동),경기도 수원시 팔달구 화서동 224-7,1,2,0,0,0,0,1,0,0,화서제일주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:21:47
3740000,202437400000101290,공중화장실,법제3조제8호,화서역,"경기도 수원시 팔달구 덕영대로 692, 화서역 (화서동)",경기도 수원시 팔달구 화서동 464 화서역,4,3,1,1,0,0,7,1,0,화서역,,정시,20시간,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:21:18
3740000,202437400000101291,공중화장실,법제3조제16호-영제3조제1항제3호,화서문지구대,경기도 수원시 팔달구 수성로182번길 3(화서동),경기도 수원시 팔달구 화서동 647-1,1,1,1,0,0,0,1,0,0,수원중부경찰서,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:20:11
3740000,202437400000101292,공중화장실,법제3조제1호,화서문,경기도 수원시 장안구 화서문로 5(영화동),경기도 수원시 장안구 영화동 372-17,2,2,1,1,0,0,3,1,0,수원시 화성사업소,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:19:45
3740000,202437400000101293,공중화장실,법제3조제16호-영제3조제1항제3호,화서다산도서관,경기도 수원시 팔달구 화양로68번길 7-35(화서동),경기도 수원시 팔달구 화서동 262,5,6,3,0,1,0,15,3,1,수원시 도서관사업소,,정시,"09:00~18:00(첫째, 셋째주 월요일 휴무)",,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:19:18
3740000,202437400000101294,공중화장실,법제3조제16호-영제3조제1항제3호,화서2동행정복지센터,경기도 수원시 팔달구 화산로6번길 6 (화서동),경기도 수원시 화서동 689-1,6,6,1,0,0,0,9,1,0,화서2동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:18:48
3740000,202437400000101295,공중화장실,법제3조제16호-영제3조제1항제3호,화서1동행정복지센터,경기도 수원시 팔달구 동말로4번길 10(화서동),경기도 수원시 팔달구 화서동 184-357,6,9,1,0,0,0,7,2,0,화서1동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:18:32
3740000,202437400000101296,공중화장실,법제3조제1호,화산공원중앙,경기도 화성시 태안로263번길 화산체육공원(송산동),경기도 화성시 송산동 91-7,4,6,2,0,0,0,4,2,0,수원도시공사,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:18:11
3740000,202437400000101297,공중화장실,법제3조제1호,화산공원,경기도 화성시 태안로263번길 화산체육공원(송산동),경기도 화성시 송산동 91-7,6,7,1,0,0,0,6,1,0,수원도시공사,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:17:44
3740000,202437400000101299,공중화장실,법제3조제17호-영제3조제2항제1호,홈플러스 영통점,경기도 수원시 영통구 봉영로 1576(영통동),경기도 수원시 영통구 영통동 994-2,19,21,0,0,0,3,34,2,1,홈플러스 영통점,,정시,10:00~24:.00,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:15:20
3740000,202437400000101300,공중화장실,법제3조제17호-영제3조제2항제1호,홈플러스 서수원점,"경기도 수원시 권선구 금곡로 236, 홈플러스 (금곡동)",경기도 수원시 권선구 금곡동 1116 홈플러스,8,12,1,1,1,1,17,1,1,홈플러스 서수원점,,정시,10:00~12:00,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:14:45
3740000,202437400000101301,공중화장실,법제3조제17호-영제3조제2항제1호,홈플러스 북수원점,경기도 수원시 장안구 경수대로 930(조원동),경기도 수원시 장안구 조원동 896,19,19,0,0,0,3,32,4,0,홈플러스 북수원점,,정시,10:00~24:00,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:13:30
3740000,202437400000101302,공중화장실,법제3조제16호-영제3조제1항제3호,호매실지구대,경기도 수원시 권선구 금곡로 190(금곡동),경기도 수원시 권선구 금곡동 1119-1,1,1,0,0,0,0,1,0,0,수원서부경찰서,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:12:27
3740000,202437400000101304,공중화장실,법제3조제16호-영제3조제1항제3호,호매실장애인종합복지관 1층,경기도 수원시 권선구 호매실로 211(호매실동),경기도 수원시 권선구 호매실동 1385,1,2,1,1,0,0,3,1,0,수원시 장애인복지과,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:09:53
3740000,202437400000101305,공중화장실,법제3조제16호-영제3조제1항제3호,호매실동행정복지센터,경기도 수원시 권선구 칠보로 161(호매실동),경기도 수원시 권선구 호매실동 1367,6,6,3,3,0,0,12,3,0,호매실동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:09:26
3740000,202437400000101306,공중화장실,법제3조제16호-영제3조제1항제3호,호매실도서관,경기도 수원시 권선구 칠보로 169(호매실동),경기도 수원시 권선구 호매실동 1369,7,4,1,4,1,0,15,1,1,호매실도서관,,정시,"평일 07:00 - 23:00, 주말 07:00 - 21:00",,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:09:09
3740000,202437400000101307,공중화장실,법제3조제1호,혜령,경기도 수원시 영통구 에듀타운로 91(이의동),경기도 수원시 영통구 이의동 1354,2,2,1,1,1,1,8,1,2,수원시 영통구 녹지공원과,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:08:51
3740000,202437400000101308,공중화장실,법제3조제11호,형제주유소,경기도 수원시 권선구 수인로 446 (입북동),경기도 수원시 권선구 입북동 426-1,2,2,0,0,0,0,2,0,0,형제주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:08:27
3740000,202437400000101309,공중화장실,법제3조제1호,현충탑공원,경기도 수원시 팔달구 동수원로 335(인계동),경기도 수원시 팔달구 인계동 1128,2,3,1,0,0,0,5,1,0,수원시 사회복지과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:07:54
3740000,202437400000101310,공중화장실,법제3조제11호,현대오일뱅크(주)직영 수원제일주유소,경기도 수원시 팔달구 권광로 273 (인계동),경기도 수원시 팔달구 인계동 369-7,0,1,0,0,0,0,1,0,0,현대오일뱅크(주)직영 수원제일주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:07:27
3740000,202437400000101311,공중화장실,법제3조제11호,현대석유 서광주유소,"경기도 수원시 장안구 서부로 2370 (이목동, LG주유소)",경기도 수원시 장안구 이목동 243-5,2,2,0,0,0,0,1,0,0,현대석유 서광주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:06:44
3740000,202437400000101312,공중화장실,법제3조제11호,현대삼성주유소(태양제2),경기도 수원시 장안구 경수대로 1011 (송죽동),경기도 수원시 장안구 송죽동 440-4,1,0,0,0,0,0,1,0,0,현대삼성주유소(태양제2),,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:05:49
3740000,202437400000101313,공중화장실,법제3조제11호,행정타운주유소,경기도 수원시 권선구 권선로 98 (호매실동),경기도 수원시 권선구 호매실동 1395,1,1,0,0,0,0,1,0,0,행정타운주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:04:40
3740000,202437400000101314,공중화장실,법제3조제3호,행복한들,경기도 수원시 영통구 광교호수로 127(하동),경기도 수원시 영통구 하동 1026-1공 (호수공원),2,4,1,6,0,0,8,1,1,수원시 공원녹지사업소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:04:14
3740000,202437400000101315,공중화장실,법제3조제3호,행궁파출소,경기도 수원시 팔달구 창룡대로 48(남수동),경기도 수원시 팔달구 남수동 11-841,0,1,1,0,0,0,1,1,0,수원팔달경찰서,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:03:53
3740000,202437400000101316,공중화장실,법제3조제3호,행궁동행정복지센터,경기도 수원시 팔달구 신풍로23번길 40(신풍동),경기도 수원시 팔달구 신풍동 100,3,4,1,1,0,0,5,1,0,행궁동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:03:28
3740000,202437400000101317,공중화장실,법제3조제3호,해우재,경기도 수원시 장안구 장안로 463(이목동),경기도 수원시 장안구 이목동 184-6,4,2,2,2,3,1,7,2,3,수원시 청소자원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 15:03:08
3740000,202437400000101319,공중화장실,법제3조제3호,항아리,경기도 수원시 장안구 파장천로144-8(파장동),경기도 수원시 장안구 파장동 산109-1,2,3,0,0,0,0,3,0,0,수원시 장안구 생활안전과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:59:29
3740000,202437400000101320,공중화장실,법제3조제3호,한미석유 동수원톨게이트,경기도 수원시 영통구 창룡대로 363(이의동),경기도 수원시 영통구 이의동 832-4,2,2,0,0,0,0,2,0,0,한미석유 동수원톨게이트,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:58:53
3740000,202437400000101321,공중화장실,법제3조제3호,한림도서관,"경기도 수원시 권선구 동수원로25번길 32-110, 한림도서관 (권선동)",경기도 수원시 권선구 권선동 1355-4 한림도서관,5,5,2,2,0,2,12,2,0,한림도서관,,정시,"평일 7:00~23:00, 주말 7:00~21:00",,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:57:41
3740000,202437400000101322,공중화장실,법제3조제3호,한독병원,"경기도 수원시 팔달구 경수대로 487, 한독병원 (인계동)",경기도 수원시 팔달구 인계동 966-2 한독병원,1,1,0,0,0,0,2,0,0,한독병원,,정시,09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:56:33
3740000,202437400000101323,공중화장실,법제3조제11호,하이웨이주유소,경기도 수원시 권선구 매송고색로 513 (오목천동),경기도 수원시 권선구 오목천동 361-2,1,1,0,0,0,0,2,0,0,하이웨이주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:55:57
3740000,202437400000101324,공중화장실,법제3조제11호,하늘에너지(주)대창주유소,경기도 수원시 팔달구 경수대로 682(우만동),경기도 수원시 팔달구 우만동 489-14,1,1,0,0,0,0,2,0,0,하늘에너지(주)대창주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:55:27
3740000,202437400000101325,공중화장실,법제3조제11호,푸른현대주유소,경기도 수원시 팔달구 팔달로 137 (화서동),경기도 수원시 팔달구 화서동 71-10,0,0,0,0,0,0,0,0,0,푸른현대주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:54:54
3740000,202437400000101327,공중화장실,법제3조제3호,평동행정복지센터,경기도 수원시 권선구 수원시 권선구 평동로76번길 13(평동),경기도 수원시 권선구 평동 35-6,4,11,1,1,0,0,3,3,0,평동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:52:54
3740000,202437400000101328,공중화장실,법제3조제11호,평동그린주유소,경기도 수원시 권선구 매송고색로 864 (평동),경기도 수원시 권선구 평동 56-1,2,2,0,0,0,0,1,0,0,평동그린주유소,,정시,06:00~22:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:52:32
3740000,202437400000101329,공중화장실,법제3조제11호,팔달주유소,경기도 수원시 팔달구 중부대로 64 (인계동),경기도 수원시 팔달구 인계동 740-9,1,1,0,0,0,0,1,0,0,팔달주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:50:50
3740000,202437400000101330,공중화장실,법제3조제16호-영제3조제1항제3호,팔달문시장 고객지원센터,경기도 수원시 팔달구 팔달문로9(팔달로2가),경기도 수원시 팔달구 팔달로2가 48-1,5,7,1,1,0,2,10,1,0,수원시 지역경제과,,정시,평일09:00~18:00/토요일09:00~13:00,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:50:26
3740000,202437400000101331,공중화장실,법제3조제16호-영제3조제1항제3호,팔달문,경기도 수원시 팔달구 팔달로3가 103(행궁동),경기도 수원시 팔달구 행궁동,1,3,0,0,0,0,4,0,0,수원시 화성사업소,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:50:07
3740000,202437400000101333,공중화장실,법제3조제3호,팔달노인복지관 지하1층,경기도 수원시 팔달구 수원천로 343(북수동),경기도 수원시 팔달구 북수동 274-7,2,3,1,0,0,0,5,0,0,팔달노인복지관,,정시,평일09:00~18:00/토요일09:00~13:00,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:49:31
3740000,202437400000101335,공중화장실,법제3조제3호,팔달노인복지관 2층,경기도 수원시 팔달구 수원천로 343(북수동),경기도 수원시 팔달구 북수동 274-7,2,2,0,0,0,0,5,0,0,팔달노인복지관,,정시,평일09:00~18:00/토요일09:00~13:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:49:10
3740000,202437400000101337,공중화장실,법제3조제3호,팔달노인복지관 1층,경기도 수원시 팔달구 수원천로 343(북수동),경기도 수원시 팔달구 북수동 274-7,2,3,1,0,0,0,5,1,0,팔달노인복지관,,정시,평일09:00~18:00/토요일09:00~13:00,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:48:50
3740000,202437400000101338,공중화장실,법제3조제3호,팔달구청,"경기도 수원시 팔달구 창룡대로 23 (매향동, 팔달구청)",경기도 수원시 팔달구 매향동 49,1,1,1,0,0,0,1,1,0,팔달구청,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:47:18
3740000,202437400000101339,공중화장실,법제3조제3호,팔달구보건소,경기도 수원시 팔달구 팔달산로 6(교동),경기도 수원시 팔달구 교동 56-1,2,2,2,1,0,0,3,1,0,팔달구보건소,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:46:54
3740000,202437400000101340,공중화장실,법제3조제3호,파장동행정복지센터,경기도 수원시 장안구 파장천로60(파장동),경기도 수원시 장안구 파장동 381,6,6,1,1,0,0,9,1,1,파장동행정복지센터,,정시,평일 09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:46:25
3740000,202437400000101341,공중화장실,법제3조제3호,퉁소바위,경기도 수원시 장안구 창룡대로151번길 13,경기도 수원시 장안구 연무동 산21-1(퉁소바위공원),1,2,0,0,1,0,2,0,1,수원시 장안구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:46:00
3740000,202437400000101342,공중화장실,법제3조제3호,텃밭,,경기도 수원시 권선구 구운동 56-1(일월공원),2,2,1,1,0,0,3,0,0,수원시 장안구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:45:31
3740000,202437400000101343,공중화장실,법제3조제3호,태장파출소,경기도 수원시 영통구 영통로143(망포동),경기도 수원시 영통구 망포동 396-1,1,1,0,0,0,0,1,0,0,수원영통경찰서,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:44:00
3740000,202437400000101344,공중화장실,법제3조제3호,태장마루도서관,경기도 수원시 영통구 태장로 46(망포동),경기도 수원시 영통구 망포동 234-44,12,15,4,4,0,1,28,4,0,수원시도서관사업소,,정시,"07:00~23:00(첫째, 셋째주 월요일 휴무)",,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:43:33
3740000,202437400000101345,공중화장실,법제3조제11호,탑주유소,경기도 수원시 권선구 서부로 1774 (탑동),경기도 수원시 권선구 탑동 435-3,1,1,0,0,0,0,2,0,0,탑주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:43:11
3740000,202437400000101346,공중화장실,법제3조제11호,탑동충전소,경기도 수원시 권선구 서부로 1782 (탑동),경기도 수원시 권선구 탑동 428-2,1,2,0,0,0,0,1,0,0,탑동충전소,,정시,00:00~24:00,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:42:46
3740000,202437400000101347,공중화장실,법제3조제3호,탑동,경기도 수원시 권선구 탑동로57번길 35(탑동),경기도 수원시 권선구 탑동 746-1,2,1,1,1,0,0,3,1,0,수원시 권선구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:42:20
3740000,202437400000101348,공중화장실,법제3조제3호,클래식(서쪽),경기도 수원시 팔달구 동수원로335(인계동),경기도 수원시 팔달구 인계동 1128,5,7,1,0,0,4,5,1,9,수원시 팔달구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:41:57
3740000,202437400000101349,공중화장실,법제3조제3호,클래식(동쪽),경기도 수원시 팔달구 동수원로335(인계동),경기도 수원시 팔달구 인계동 1128,5,7,1,0,0,3,5,1,8,수원시 팔달구 녹지공원과,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:41:35
3740000,202437400000101350,공중화장실,법제3조제3호,축구공(함성),경기도 수원시 팔달구 월드컵로310(우만동),경기도 수원시 팔달구 우만동 228,2,4,1,0,0,0,3,1,0,(재)월드컵경기장관리재단,,정시,06:00~23:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:41:13
3740000,202437400000101351,공중화장실,법제3조제3호,축구공(하나),경기도 수원시 팔달구 월드컵로310(우만동),경기도 수원시 팔달구 우만동 228,2,4,1,0,0,0,3,1,0,(재)월드컵경기장관리재단,,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:40:54
3740000,202437400000101352,공중화장실,법제3조제3호,축구공(감동),경기도 수원시 팔달구 월드컵로310(우만동),경기도 수원시 팔달구 우만동 228,2,4,1,0,0,0,3,1,0,(재)월드컵경기장관리재단,,정시,06:00~23:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:40:30
3740000,202437400000101353,공중화장실,법제3조제11호,청호주유소,경기도 수원시 권선구 수인로 57 (서둔동),경기도 수원시 권선구 서둔동 8-22,1,2,0,0,0,0,1,0,0,청호주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:40:03
3740000,202437400000101354,공중화장실,법제3조제11호,청송주유소,경기도 수원시 권선구 권선로 331 (서둔동),경기도 수원시 권선구 서둔동 79-12,1,2,0,0,0,0,2,0,0,청송주유소,,상시,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-23 14:39:40
